Project|ID|Name|Status|Power State|Networks|Flavor Name|Host|CPU|RAM
ddb-staging|67ee8478-9868-42b1-a8db-9f62441d3795|briapi-db-edb-staging-odc-3|ACTIVE|Running|Prod_Network=172.28.221.108; net-staging-01-briapi-backend-01=10.30.3.165|n2-standard-8-1s|odc-r07-oscompute-26|8|32G
ddb-staging|6b552b1d-fed0-44b2-85f5-e77ab3a01638|briapi-db-edb-staging-odc-2|ACTIVE|Running|Prod_Network=172.28.221.96; net-staging-01-briapi-backend-01=10.30.3.59|n2-standard-8-1s|odc-r07-oscompute-26|8|32G
ddb-staging|b3f36b86-a67e-4b30-a4c6-09aa44394482|briapi-db-edb-staging-odc-1|ACTIVE|Running|Prod_Network=172.28.221.104; net-staging-01-briapi-backend-01=10.30.3.237|n2-standard-8-1s|odc-r07-oscompute-26|8|32G
ddb|734d6983-84ee-4117-b6a9-a64249dbf65c|briapi-lb-edb-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.53; Prod_Network=172.28.216.154|c2-standard-8-1s|odc-r07-oscompute-33|8|16G
ddb|fb285d69-d480-43d4-b6c9-fe8abbcccb43|briapi-db-edb-prod-odc-3|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.136; Prod_Network=172.28.216.202|c2-standard-16-1s|odc-r07-oscompute-27|16|32G
ddb|5ead08d4-5c45-482c-92c9-5ff1e40952f4|briapi-db-edb-prod-odc-2|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.131; Prod_Network=172.28.216.198|c2-standard-16-1s|odc-r08-oscompute-19|16|32G
ddb|e3ebdc41-ce4b-4489-aa73-46647022ac48|briapi-db-edb-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.114; Prod_Network=172.28.216.189|c2-standard-16-1s|odc-r07-oscompute-29|16|32G
ddb|8f0be756-17ae-43cc-86dc-33ede33ab96f|jmeter-odc-prod-2|ACTIVE|Running|website-bri-1-net=10.40.27.117, 172.28.216.135|c2-standard-4-1s|odc-r08-oscompute-19|4|8G
ddb|cec50424-f9cc-4da3-941a-1cb00a21bd7c|devops-elk-prod-odc|ACTIVE|Running|devops-backend-01=10.40.1.158, 172.28.220.104|n2-standard-16-1s|odc-r08-oscompute-19|16|64G
ddb|dc2de40c-f473-4101-88cb-3474ba78d9f6|jmeter-odc-prod-1|ACTIVE|Running|website-bri-1-net=10.40.27.90, 172.28.216.132|c2-standard-4-1s|odc-r07-oscompute-27|4|8G
kubernetes|8f3963a1-5659-4320-9491-315b2e5b0af1|test_dev|ACTIVE|Running|test=192.168.50.6|n2-standard-2-1s|odc-r07-oscompute-29|2|8G
kubernetes|96e9c1a3-4bf3-4d15-8f18-8f1c1278dead|POC-Openstack-ODC-Database|ACTIVE|Running|internal-net-dev=192.168.100.114, 172.28.225.116|n2-standard-2-1s|odc-r06-oscompute-43|2|8G
kubernetes|f5e10fcb-246b-4549-bd6f-8622c0caae9e|POC-Openstack-ODC-Kubernetes-Cluster-Versi-1-20-VM2|ACTIVE|Running|internal-net-dev=192.168.100.231, 172.28.227.156|n2-standard-4-1s|odc-r08-oscompute-19|4|16G
kubernetes|039a3909-1745-4b74-80bb-2b8e5c30f053|POC-Openstack-ODC-Kubernetes-Cluster-Versi-1-20-VM1|ACTIVE|Running|internal-net-dev=192.168.100.34, 172.28.228.220|n2-standard-4-1s|odc-r07-oscompute-33|4|16G
kubernetes|cfb310c6-92b1-400b-a4ea-c984a0fcbb53|POC-Openstack-ODC-Kubernetes-Cluster-Versi-1-20-Master|ACTIVE|Running|internal-net-dev=192.168.100.250, 172.28.225.22|n2-standard-4-1s|odc-r07-oscompute-29|4|16G
kubernetes|8b44c4e7-61ee-4e8d-90f5-5c8df9a3ea53|POC-Openstack-ODC-Kubernetes-Cluster-Versi-1-20-VM3|ACTIVE|Running|internal-net-dev=192.168.100.14, 172.28.226.142|n2-standard-4-1s|odc-r06-oscompute-43|4|16G
kubernetes|c851f07c-3796-4acd-b92c-d4e8dd16dfb6|POC-Openstack-ODC-LB-ingress|ACTIVE|Running|internal-net-dev=192.168.100.126, 172.28.227.199|n2-standard-2-1s|odc-r07-oscompute-29|2|8G
kubernetes|29007290-9e2b-42ae-9291-a2939ee00804|POC-Openstack-ODC-NFS|ACTIVE|Running|internal-net-dev=192.168.100.101, 172.28.225.85|n2-standard-2-1s|odc-r07-oscompute-29|2|8G
edm|3d0a9104-037a-4c93-a083-d9b5764d720c|hbase-worker-node-2|ACTIVE|Running|Hbase_Network=10.148.2.225; Prod_Network=172.28.220.2; replikasi-cloudera-network=172.28.120.55|dedicated-16-128-numa-2|odc-r09-oscompute-02|16|128G
ddb|12b0d2ef-9d50-4aa1-84f8-72e097cb96c8|briapi-bank-garansi-db-postgres-2|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.231|c2-standard-4-1s|odc-r07-oscompute-32|4|8G
ddb|d9768c36-024a-4d6a-8847-1bea67c71a12|briapi-bank-garansi-db-postgres-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.173; Prod_Network=172.28.216.150|c2-standard-4-1s|odc-r08-oscompute-18|4|8G
edm|cdc72b3c-c9b3-4dea-98eb-58d53ad74677|cloudera-worker-node-23|ACTIVE|Running|Cloudera_Network=10.148.0.195, 172.28.218.4; internal-replikasi-cloudera-net=10.50.0.173, 172.28.120.36|n2-standard-32-1s|odc-r09-oscompute-05|32|128G
ddb|0e5df057-d0de-4425-a49e-57e495ae7bc5|briapi-get-rsa-key-snap-devportal_db-postgres-prod-odc-2|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.223|c2-standard-4-1s|odc-r09-oscompute-05|4|8G
ddb|3589a1c5-3468-4f37-87fe-4fd663e01281|briapi-get-rsa-key-snap-devportal_db-postgres-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.227, 172.28.216.213|c2-standard-4-1s|odc-r06-oscompute-42|4|8G
ddb|63b4848e-6ea3-482a-b1fb-ded395279f5e|website-BRI-db-odc-mysql-1|ACTIVE|Running|website-bri-1-net=10.40.27.14, 172.28.216.131|n2-standard-4-1s|odc-r09-oscompute-05|4|16G
ddb|3d851827-1cb9-46a4-9596-d4d2a9a88f3f|website-BRI-appserver-1|ACTIVE|Running|website-bri-1-net=10.40.27.24, 172.28.216.127|n2-highmem-8-1s|odc-r09-oscompute-05|8|64G
ddb|99aa6fe5-fdfb-441d-87a4-178b97dcaaab|website-BRI-appserver-2|ACTIVE|Running|website-bri-1-net=10.40.27.33, 172.28.216.128|n2-highmem-8-1s|odc-r08-oscompute-18|8|64G
ddb|3ae7f049-38eb-4bd5-ab32-9bf67d5ab2a9|website-BRI-webserver-2|ACTIVE|Running|website-bri-1-net=10.40.27.115, 172.28.216.122|n2-standard-4-1s|odc-r06-oscompute-41|4|16G
ddb|649a85fa-8827-4d27-91a6-de84a0104185|website-BRI-webserver-1|ACTIVE|Running|website-bri-1-net=10.40.27.177, 172.28.216.120|n2-standard-4-1s|odc-r09-oscompute-05|4|16G
ddb|0e36ba3c-cbe6-4fd2-9abd-b17b95a9d9a2|pinang-database-och-slave-node-2|ACTIVE|Running|pinang-database-1=10.40.9.116, 172.28.218.9|c2-standard-16|odc-r08-oscompute-15|16|32G
ddb|f32c755a-186d-4a32-a665-5a2191379a9e|odc-prd-k8s-worker-04|ACTIVE|Running|devops-backend-01=10.40.1.31|k9-standard-m1-1s|odc-r08-oscompute-15|8|16G
ddb|08d2c021-d71b-4ff0-b14e-879f049341d3|briapi-snap-bi-direct-debit-cockroach-db-prod-odc-2|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.29, 172.28.216.56|n2-highmem-8-1s|odc-r09-oscompute-04|8|64G
ddb|33076035-d486-440c-beae-6e12bd08ff33|briapi-snap-bi-direct-debit-cockroach-db-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.161, 172.28.216.55|n2-highmem-8-1s|odc-r06-oscompute-39|8|64G
ddb|c2043bf8-6963-4a06-bc71-957fba54531e|briapi-snap-bi-direct-debit-cockroach-db-prod-odc-3|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.64, 172.28.216.57|n2-highmem-8-1s|odc-r09-oscompute-11|8|64G
ddb|125300cb-ed68-476e-8057-3f8e16273041|briapi-snap-bi-non-simulator-haproxy-db-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.210, 172.28.216.48|c2-standard-4-1s|odc-r08-oscompute-15|4|8G
ddb|c744b16a-7281-4db0-a9da-2c5c737323a6|briapi-snap-bi-non-simulator-redis-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.186|c2-standard-4-1s|odc-r08-oscompute-15|4|8G
ddb|62a4f8b0-ed07-4bf5-8aca-474741aabb6d|ambilin-db-postgres-2|ACTIVE|Running|devops-backend-01=10.40.1.69|c2-standard-4-1s|odc-r07-oscompute-28|4|8G
ddb|39682f29-a16f-4af5-9b37-dddba3c6a782|ambilin-db-postgres-1-odc|ACTIVE|Running|Prod_Network=172.28.216.126; devops-backend-01=10.40.1.193|c2-standard-4-1s|odc-r09-oscompute-05|4|8G
admin|157a61d2-56b8-4ca2-91c3-8d6a5e759353|btech-tes-latency-1 (blackbox agent)|ACTIVE|Running|admin-net-prod=192.168.100.118, 172.28.217.60|c2-standard-0-1s|odc-r08-oscompute-15|1|1G
edm|c87b6a88-bbfa-4e34-8239-a88cdfa944b0|cloudera-worker-node-17|ACTIVE|Running|Cloudera_Network=10.148.0.216, 172.28.218.29; internal-replikasi-cloudera-net=10.50.0.243, 172.28.120.30|n2-highmem-16|odc-r08-oscompute-20|16|128G
edm|4da48822-dea6-49d9-85a9-6b8f41348979|hbase-worker-node-3|ACTIVE|Running|Hbase_Network=10.148.2.220; Prod_Network=172.28.220.68; replikasi-cloudera-network=172.28.120.56|dedicated-16-128-numa-2|odc-r08-oscompute-12|16|128G
admin|3b31ad18-ba69-492b-910e-1bd16afe245d|btech-minioserver-risetkops|ACTIVE|Running|Prod_Network=172.28.216.235|c2-standard-2-1s|odc-r09-oscompute-05|2|4G
ddb|5d473c9b-3a14-49fe-9868-1c495298cef9|ambilin-server-2-odc|ACTIVE|Running|devops-backend-01=10.40.1.87, 172.28.218.180|c2-standard-16-1s|odc-r09-oscompute-04|16|32G
ddb|47c649be-5090-4502-b365-5015f1bb2dd7|ambilin-server-1-odc|ACTIVE|Running|devops-backend-01=10.40.1.147, 172.28.216.224|c2-standard-16-1s|odc-r09-oscompute-04|16|32G
ddb|b2dd3a76-74e9-4ab4-89f6-f427748064ec|ambilin-redis-2|ACTIVE|Running|devops-backend-01=10.40.1.127|n2-standard-2-1s|odc-r07-oscompute-33|2|8G
ddb|09f2c417-c645-40e7-8f2c-ce2f1d0ed599|ambilin-redis-1-odc|ACTIVE|Running|devops-backend-01=10.40.1.141, 172.28.216.157|n2-standard-2-1s|odc-r06-oscompute-37|2|8G
edm|89b7fcc2-349e-4d04-b753-e8cd0cc5be61|Test-Cloudera|ACTIVE|Running|Cloudera_Network=10.148.0.8, 172.28.218.100; edm-prod-devops-10-40-0-0=10.40.0.40; internal-replikasi-cloudera-net=10.50.0.241|c2-standard-4-1s|odc-r09-oscompute-04|4|8G
admin|185b3950-37f6-49d2-b9fc-eb1eb9df5204|k8s-registry-repo|ACTIVE|Running|admin-net-dev=192.168.88.151; admin-net-prod=192.168.100.229, 172.28.220.129|n2-highcpu-2-1s|odc-r07-oscompute-32|2|2G
ddb|ef2bf4ea-83bc-440a-964a-61f2ce214724|briapi-snap-bi-log-non-simulator-db-postgres-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.248, 172.28.216.141|k9-standard-l1-1s|odc-r09-oscompute-04|4|8G
ddb-development|c0677d97-92a3-40d4-af3c-c8dfcafad879|rhel-fsck|ACTIVE|Running|devops-backend-1=10.10.4.139, 172.28.224.30|n2-highcpu-2-1s|odc-r09-oscompute-04|2|2G
ddb|2dc2f07f-3813-47bd-8d4e-ca54c01a73b6|keceku-server-6|ACTIVE|Running|devops-backend-01=10.40.1.229|c2-standard-16-1s|odc-r09-oscompute-03|16|32G
ddb|4e39558d-02a0-4996-b737-66c2b545b2dd|keceku-server-4|ACTIVE|Running|devops-backend-01=10.40.1.154|c2-standard-16-1s|odc-r09-oscompute-04|16|32G
ddb|61c4a008-6a14-4136-9c51-69b726563609|keceku-server-5|ACTIVE|Running|devops-backend-01=10.40.1.232|c2-standard-16-1s|odc-r07-oscompute-33|16|32G
ddb|4e023bd3-b4e5-4353-826d-d91204c5ee41|briguna-server-4|ACTIVE|Running|devops-backend-01=10.40.1.132|c2-standard-16-1s|odc-r09-oscompute-04|16|32G
ddb|50ec7ce4-fa36-4414-a02c-977193b975fd|briguna-server-6|ACTIVE|Running|devops-backend-01=10.40.1.112|c2-standard-16-1s|odc-r06-oscompute-39|16|32G
ddb|862937d7-46a8-4b4b-b907-b474ff3920e2|briguna-server-5|ACTIVE|Running|devops-backend-01=10.40.1.212|c2-standard-16-1s|odc-r07-oscompute-33|16|32G
ddb-development|5a08f434-97ed-427d-92ca-09c258b6bc95|btech-postgre|ACTIVE|Running|devops-backend-1=10.10.4.99, 172.28.224.173|n2-highcpu-2-1s|odc-r09-oscompute-04|2|2G
admin|83f99a29-90d4-4a98-a08d-1c96f2705f8b|ubuntu-local-repository|ACTIVE|Running|Dev_Network=172.28.226.218; Prod_Network=172.28.222.234; admin-net-prod=192.168.100.100|m1.xlarge-1s|odc-r09-oscompute-04|8|16G
ddb|080216a3-554a-4539-a200-71b150da63f4|briapi-snap-bi-non-simulator-db-postgres-prod-odc-1|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.214, 172.28.216.43|k9-standard-l1-1s|odc-r09-oscompute-04|4|8G
ddb|6cb6f0bc-6fed-4a41-b22b-891ea91e55f1|briapi-snap-bi-non-simulator-db-postgres-prod-odc-3|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.92, 172.28.216.96|k9-standard-l1-1s|odc-r08-oscompute-15|4|8G
ddb|b9d72888-f34e-4bbb-aa5a-8b605c205208|briapi-snap-bi-non-simulator-db-postgres-prod-odc-2|ACTIVE|Running|Briapi-DB-Net-01=10.40.5.37, 172.28.216.98|k9-standard-l1-1s|odc-r07-oscompute-30|4|8G
edm|2cf4225d-4150-4d80-b288-3f3681168705|cloudera-worker-node-4|ACTIVE|Running|Cloudera_Network=10.148.0.82, 172.28.218.19; internal-replikasi-cloudera-net=10.50.0.181, 172.28.120.17|n2-highmem-16-1s|odc-r09-oscompute-04|16|128G
ddb|dd4316ae-cfd3-4e09-a2fb-23997470e2eb|odc-prd-k8s-worker-02|ACTIVE|Running|devops-backend-01=10.40.1.29|k9-standard-m1-1s|odc-r06-oscompute-37|8|16G
edm|2cc40688-e821-425c-ae0f-9bd1b7c20b53|node-nifi-hbase-3|ACTIVE|Running|Hbase_Network=10.148.2.118; Prod_Network=172.28.217.201|dedicated-16-128-numa-4|odc-r07-oscompute-23|16|128G
edm|52ee06f7-35c1-4ed7-aac1-e19dbab320c1|node-nifi-hbase-2|ACTIVE|Running|Hbase_Network=10.148.2.202; Prod_Network=172.28.219.174|dedicated-16-128-numa-4|odc-r09-oscompute-02|16|128G
edm|565df425-2200-4f8f-86cc-cc8b6dfb9687|node-nifi-hbase-1|ACTIVE|Running|Hbase_Network=10.148.2.197; Prod_Network=172.28.223.8|dedicated-16-128-numa-4|odc-r06-oscompute-36|16|128G
ddb-development|70f4fe0e-73be-416e-8d6b-a046928b82f4|devops-db-postgres-odc-1|ACTIVE|Running|devops-backend-1=10.10.4.34, 172.28.224.83|c2-standard-4-1s|odc-r07-oscompute-33|4|8G
ddb-development|e504152d-e374-41e6-b8df-88d82225c73f|devops-db-postgres-odc-2|ACTIVE|Running|Dev_Network=172.28.224.110|c2-standard-4-1s|odc-r06-oscompute-37|4|8G
admin|dcacda40-6aca-4dac-ba39-06f085419334|_jangan-dihapus_local-repository-rhel-7|ACTIVE|Running|Prod_Network=172.28.219.59; admin-net-prod=192.168.100.110|m1.large-1s|odc-r06-oscompute-37|4|4G
system-monitoring|2e1556b9-8f03-4308-a88f-3b5a636a991e|grafana-jumphost|SHUTOFF|Shutdown|monitoring-net=192.168.100.104|m1.large-1s|odc-r06-oscompute-39|4|4G
kafka-production-stretch|21688db2-bb40-421e-8bdd-0b415710127c|Kafka Production Stretch (ZK2) - 1236|ACTIVE|Running|Prod_Network=172.28.217.213; kafka-prod-net=192.168.10.203|kafka-production-8-8|odc-r08-oscompute-20|8|8G
system-monitoring|4c0b9bb2-d69d-4591-bbca-92812946b147|jumphost-grafana|SHELVED_OFFLOADED|Shutdown|monitoring-net=192.168.100.53|m1.large-1s||4|4G
edm|b180c6d1-8d06-4587-959c-6c30f34a9c64|local-repository|ACTIVE|Running|Prod_Network=172.28.219.133|m1.large-1s|odc-r07-oscompute-26|4|4G
edm|ff5dfb1e-9a95-429f-bf35-6c588736100c|hbase-utility-node-1-test|ACTIVE|Running|Hbase_Network=10.148.2.24; Prod_Network=172.28.218.154|n2-highmem-16|odc-r08-oscompute-20|16|128G
ddb-development|3abc77a8-7645-4b47-bae4-4baedb2aa447|ceria-keycloak_ckey-staging-1-snap|ACTIVE|Running|net-development-01-ceria-apps-01=10.10.0.206|c2-standard-4-shared|odc-r09-oscompute-09|4|8G
edm|020c6c59-602d-43dd-a509-727005473506|hbase-utility-node-1|ACTIVE|Running|Hbase_Network=10.148.2.106; Prod_Network=172.28.217.44; replikasi-cloudera-network=172.28.120.60|n2-highmem-32-dedicated-hbase-2|odc-r09-oscompute-01|32|128G
edm|0293c7e9-8df8-4e09-91d5-56147ea22c42|hbase-master-node-2|ACTIVE|Running|Hbase_Network=10.148.2.69; Prod_Network=172.28.218.143; replikasi-cloudera-network=172.28.120.52|n2-highmem-32-dedicated-hbase-2|odc-r08-oscompute-14|32|128G
edm|d4a7b673-2079-459b-8066-6e8e795172f2|hbase-master-node-1|ACTIVE|Running|Hbase_Network=10.148.2.185; Prod_Network=172.28.219.121; replikasi-cloudera-network=172.28.120.51|n2-highmem-32-dedicated-hbase-2|odc-r07-oscompute-25|32|128G
edm|32394d95-6255-483c-8206-3896c52f3cbc|hbase-master-node-3|ACTIVE|Running|Hbase_Network=10.148.2.99; Prod_Network=172.28.218.97; replikasi-cloudera-network=172.28.120.53|n2-highmem-32-dedicated-hbase-2|odc-r07-oscompute-23|32|128G
edm|b752566f-a2ca-4dbb-a46e-25818dc6330b|btech-test-FIP|ACTIVE|Running||n2-highcpu-2-1s|odc-r09-oscompute-05|2|2G
system-monitoring|fba86c07-7bc3-49b7-94af-d96f8e290fcc|monitor-latency-gti|ACTIVE|Running|monitoring-net=192.168.100.154, 172.28.216.46|n2-highcpu-8-1s|odc-r08-oscompute-19|8|8G
admin|df43e14d-1319-4636-82fe-6a7bd34d9152|ntp-local-odc|ACTIVE|Running|admin-net-prod=192.168.100.129, 172.28.217.210|n2-highcpu-2-1s|odc-r09-oscompute-11|2|2G
kafka-production-stretch|976bb066-d7bd-46f8-90ba-decb2627e13e|Kafka Production Stretch (Broker)-1231--1|ACTIVE|Running|Prod_Network=172.28.216.61; kafka-prod-net=192.168.10.173|kafka-production-48-256|odc-r09-oscompute-03|48|256G
kafka-production-stretch|b8cad2a3-fc7c-4efa-b6a3-0f0a99e47bc1|Kafka Production Stretch (Broker)-1231--2|ACTIVE|Running|Prod_Network=172.28.216.4; kafka-prod-net=192.168.10.164|kafka-production-48-256|odc-r09-oscompute-05|48|256G
kafka-production-stretch|fe7cae42-0b48-4fbe-ae11-43741c8633cc|Kafka Production Stretch (Broker)-1231--3|ACTIVE|Running|Prod_Network=172.28.217.151; kafka-prod-net=192.168.10.11|kafka-production-48-256|odc-r07-oscompute-32|48|256G
admin|b4b447de-dd72-4480-a260-108e577831ce|repo-local-ubuntu-18|ACTIVE|Running|admin-net-prod=192.168.100.153, 172.28.218.186|n2-highcpu-2-1s|odc-r09-oscompute-09|2|2G
admin|fe4a7633-e5e2-41af-a106-f35ca62420a0|repo-local-ubuntu20|ACTIVE|Running|admin-net-prod=192.168.100.156, 172.28.219.216|n2-highcpu-2-1s|odc-r09-oscompute-09|2|2G
admin|6d7d3690-9b3e-431c-8c4f-f17fe3638136|ins-proxy-dev|ACTIVE|Running|admin-net-dev=192.168.88.66, 172.28.226.143; admin-net-prod=192.168.100.88|c2-standard-4-1s|odc-r09-oscompute-09|4|8G
ddb|f50df078-45b3-4fa8-a5d3-b38b22c253f3|briguna-redis-1|ACTIVE|Running|ceria-redis-1-net=10.40.7.90, 172.28.216.101|n2-standard-2-1s|odc-r09-oscompute-03|2|8G
edm|36d0aaf1-bcec-4e29-9f92-32521fc6fc25|cloudera-worker-node-12|ACTIVE|Running|Cloudera_Network=10.148.0.197, 172.28.218.15; internal-replikasi-cloudera-net=10.50.0.168, 172.28.120.25|n2-highmem-16-1s|odc-r09-oscompute-03|16|128G
ddb|1180b4f4-8860-4786-85b1-708e92636423|ceria-briguna-db-postgres-prd-odc-1|ACTIVE|Running|ceria-database-1=10.40.8.44, 172.28.216.160|m1.xlarge-1s|odc-r08-oscompute-20|8|16G
ddb|eb9087af-57d4-42d5-bce5-16218920e414|ceria-briguna-db-postgres-prd-odc-2|ACTIVE|Running|ceria-database-1=10.40.8.222, 172.28.216.240|m1.xlarge-1s|odc-r08-oscompute-19|8|16G
ddb|c8f597fe-c8f3-4494-9062-9b6d7fa68830|briapi-apigee-mng_server-prod-1|ACTIVE|Running|Prod_Network=172.28.216.204|c2-standard-16-1s|odc-r09-oscompute-04|16|32G
edm|41eada82-0978-4247-9fa3-189db042e4f2|cloudera-edge-node-1|ACTIVE|Running|Cloudera_Network=10.148.0.92, 172.28.220.164; internal-replikasi-cloudera-net=10.50.0.102, 172.28.120.42|n2-highmem-48-256-1s|odc-r08-oscompute-15|48|256G
ddb|30898ab1-1f40-44dc-af21-a2d3c3a7351a|cbm-haproxy-db-prd-odc-1|ACTIVE|Running|cbm-database-1-net=10.40.17.216, 172.28.216.72|c2-standard-4-1s|odc-r08-oscompute-19|4|8G
ddb|c72b0a6d-9456-4ad5-b4da-42b305bfaf02|brimola-mysql-db-report-prd-odc|ACTIVE|Running|brimola-db-net-01=10.40.30.58, 172.28.216.24|db-brimola-24-24|odc-r07-oscompute-32|24|24G
ddb|a1a357bd-c11d-4f70-bab8-9316e8bf3289|brimola-mysql-db-core-prd-odc|ACTIVE|Running|brimola-db-net-01=10.40.30.208, 172.28.216.246|db-brimola-24-24|odc-r08-oscompute-20|24|24G
ddb|ab628147-6375-47d4-b8a4-866ac0ce27cd|cbm-percona-db-prd-odc-2|ACTIVE|Running|cbm-database-1-net=10.40.17.106, 172.28.216.39|n2-standard-4-1s|odc-r07-oscompute-27|4|16G
ddb|0932ca43-e8a7-4020-9fe2-de4c5861d04d|cbm-percona-db-prd-odc-1|ACTIVE|Running|cbm-database-1-net=10.40.17.63, 172.28.216.30|n2-standard-4-1s|odc-r07-oscompute-27|4|16G
system-monitoring|80706cdd-1626-44e1-8ad7-dde47aca26dc|odc-victoriametrics-1|ACTIVE|Running|Dev_Network=172.28.228.161; monitoring-net=192.168.100.47, 172.28.218.54|m1.xlarge-1s|odc-r07-oscompute-27|8|16G
kafka-production-stretch|0aa8a7a3-993f-4edc-b41d-6dda5f9cea6c|odc-prom-kafka-prd-stch|ACTIVE|Running|kafka-prod-net=192.168.10.115, 172.28.218.226|c2-standard-4-1s|odc-r07-oscompute-27|4|8G
edm|d584ae3b-b0da-453b-bc2b-c09cdce495bf|odc-prom-edm|ACTIVE|Running|Cloudera_Network=10.148.0.59; DevOps_Network=10.148.1.12, 172.28.220.194; Dev_Network=172.28.225.39; Hbase_Network=10.148.2.215; edm-dev-devops-10-0-0-0=10.0.0.97; edm-k8s-prod-net=10.40.220.120; edm-prod-devops-10-40-0-0=10.40.0.87|c2-standard-4-1s|odc-r08-oscompute-15|4|8G
ddb-staging|fcfde90c-931a-4c86-9840-36777ffd25fd|odc-prom-ddb-stg|ACTIVE|Running|k8s-staging-calico=192.168.224.252; net-devops-01=10.255.0.167, 172.28.221.20; net-staging-01-briapi-backend-01=10.30.3.97; net-staging-01-ceria-apps-01=10.30.0.126; net-staging-01-ceria-db-01=10.30.2.248; net-staging-01-ceria-frontend-01=10.30.1.194|c2-standard-4-1s|odc-r08-oscompute-15|4|8G
ddb-development|9cf94650-0e36-4744-98ad-061de7a940a7|odc-prom-ddb-dev|ACTIVE|Running|Dev_Network=172.28.228.37; devops-backend-1=10.10.4.102; net-development-01-ceria-apps-01=10.10.0.35; net-development-01-ceria-db-01=10.10.2.183; net-development-01-ceria-frontend-01=10.10.1.159; net-development-devops-1=10.10.3.31, 172.28.224.97|c2-standard-4-1s|odc-r07-oscompute-27|4|8G
ddb|03519217-d21b-4ef3-8c58-c7f91669abb9|odc-prom-ddb|ACTIVE|Running|Briapi-Apps-Net-01=10.40.3.186; Briapi-DB-Net-01=10.40.5.84; Prod_Network=172.28.219.222; briapi-prd-net=10.26.6.83; brimola-db-net-01=10.40.30.236; cbm-database-1-net=10.40.17.122; ceria-database-1=10.40.8.62; ceria-prd-net=10.26.2.163; ceria-redis-1-net=10.40.7.234; devops-backend-01=10.40.1.204; devops-net=10.255.0.183, 172.28.218.68; k8s-prd-net=10.255.1.102; pinang-database-1=10.40.9.197; pinang-prd-net=10.26.0.214|c2-standard-4-1s|odc-r06-oscompute-43|4|8G
ddb|bfa4dcaf-44a9-4fa0-8c16-32c24d7c5ab4|brimola-rabbitmq-3|ACTIVE|Running|brimola-db-net-01=10.40.30.153, 172.28.216.14|c2-standard-8-1s|odc-r08-oscompute-15|8|16G
ddb|1ba4e2b2-2c73-4983-b0d2-8817c03f430b|cbm-rabbitmq-1|ACTIVE|Running|cbm-database-1-net=10.40.17.17, 172.28.216.254|c2-standard-8-1s|odc-r07-oscompute-26|8|16G
ddb|ee540905-0e09-46c7-80fe-4c4b316e2fe2|brimola-rabbitmq-1|ACTIVE|Running|brimola-db-net-01=10.40.30.39, 172.28.216.33|c2-standard-8-1s|odc-r08-oscompute-15|8|16G
ddb|50458875-f481-4e76-86a2-c90a350c37ef|brimola-rabbitmq-2|ACTIVE|Running|brimola-db-net-01=10.40.30.224, 172.28.216.68|c2-standard-8-1s|odc-r08-oscompute-15|8|16G
ddb|8e19bffc-078a-479e-bf21-66d8b010a4a1|devops-rundeck|ACTIVE|Running|devops-backend-01=10.40.1.164, 172.28.216.196|c2-standard-8-1s|odc-r08-oscompute-15|8|16G
edm|eab7d6d9-c423-41da-a676-475db1d0d0aa|ansible-dev|ACTIVE|Running|Prod_Network=172.28.218.183; edm-dev-devops-10-0-0-0=10.0.0.75, 172.28.228.197|n2-standard-4-1s|odc-r07-oscompute-29|4|16G
edm|cdb8cd9f-298a-41b3-8c0d-4abd0fdcde4c|ansible-prod|ACTIVE|Running|edm-prod-devops-10-40-0-0=10.40.0.198, 172.28.220.188|n2-standard-4-1s|odc-r09-oscompute-06|4|16G
system-monitoring|c3a7377d-dfc5-42df-a427-c733fe232696|prometheus-edm|ACTIVE|Running|monitoring-net=192.168.100.142, 172.28.219.167|c2-standard-4-1s|odc-r08-oscompute-20|4|8G
admin|5ee91b14-eef6-4e4e-9c59-8ac03b64df04|RHEL-Local-Repository-ODC|ACTIVE|Running|admin-net-prod=192.168.100.48, 172.28.222.31|k9-standard-w1-1s|odc-r07-oscompute-27|16|32G
ddb|304e2622-6837-4e7c-a049-2a84c239be4b|devops-repo-rhel-odc-1|ACTIVE|Running|devops-backend-01=10.40.1.116, 172.28.216.17|c2-standard-4-1s|odc-r07-oscompute-27|4|8G
